,loss,learning_rate,epoch,step,eval_loss,eval_f1,eval_roc_auc,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
0,0.6296,5.672202797202798e-06,0.87,500,,,,,,,,,,,,
1,,,1.0,572,0.6007401347160339,0.617873468486074,0.6710042427465226,0.11766047201003306,23.2146,377.822,23.649,,,,,
2,0.5973,5.344405594405595e-06,1.75,1000,,,,,,,,,,,,
3,,,2.0,1144,0.5931928157806396,0.6293631583340289,0.6776709514808598,0.11731843575418995,22.683,386.677,24.203,,,,,
4,0.5775,5.0166083916083924e-06,2.62,1500,,,,,,,,,,,,
5,,,3.0,1716,0.5943434834480286,0.6303476266684265,0.6763894202171136,0.11686238741306579,23.0209,381.002,23.848,,,,,
6,0.5612,4.6888111888111885e-06,3.5,2000,,,,,,,,,,,,
7,,,4.0,2288,0.6006475687026978,0.631768953068592,0.6749862794273004,0.12997377722038536,22.5387,389.152,24.358,,,,,
8,0.5399,4.361013986013986e-06,4.37,2500,,,,,,,,,,,,
9,,,5.0,2860,0.6093939542770386,0.6225675787385302,0.6698847929948588,0.12256299167711777,22.648,387.275,24.241,,,,,
10,0.5246,4.033216783216783e-06,5.24,3000,,,,,,,,,,,,
11,,,6.0,3432,0.6209449172019958,0.6220133564185012,0.6688885951772293,0.12803557177060768,21.0596,416.485,26.069,,,,,
12,0.5091,3.7054195804195807e-06,6.12,3500,,,,,,,,,,,,
13,0.4924,3.3776223776223776e-06,6.99,4000,,,,,,,,,,,,
14,,,7.0,4004,0.6321329474449158,0.6172702132185695,0.6631737488403722,0.1172044236689089,20.7295,423.118,26.484,,,,,
15,0.4753,3.049825174825175e-06,7.87,4500,,,,,,,,,,,,
16,,,8.0,4576,0.6395476460456848,0.6152594167275625,0.6643047530176058,0.1172044236689089,22.9293,382.524,23.943,,,,,
17,0.4667,2.7220279720279718e-06,8.74,5000,,,,,,,,,,,,
18,,,9.0,5148,0.6504315733909607,0.6186591223106783,0.6654268201092715,0.1189146049481245,23.0526,380.478,23.815,,,,,
19,0.4539,2.3942307692307695e-06,9.62,5500,,,,,,,,,,,,
20,,,10.0,5720,0.6564037203788757,0.6123344357103684,0.6618558184453182,0.11572226656025539,23.0614,380.333,23.806,,,,,
21,0.4484,2.0664335664335668e-06,10.49,6000,,,,,,,,,,,,
22,,,11.0,6292,0.6651744246482849,0.6100967774119525,0.6600018168528023,0.11344202485463459,23.1394,379.05,23.726,,,,,
23,0.4364,1.7386363636363638e-06,11.36,6500,,,,,,,,,,,,
24,,,12.0,6864,0.6707019209861755,0.61024476575283,0.6609450888350268,0.1154942423896933,22.5755,388.519,24.318,,,,,
25,0.4305,1.410839160839161e-06,12.24,7000,,,,,,,,,,,,
26,,,13.0,7436,0.6745939254760742,0.6089954972297081,0.6603625613126393,0.11458214570744499,23.2411,377.392,23.622,,,,,
27,0.4254,1.083041958041958e-06,13.11,7500,,,,,,,,,,,,
28,0.4245,7.552447552447554e-07,13.99,8000,,,,,,,,,,,,
29,,,14.0,8008,0.6796494722366333,0.6076050700466978,0.6584086327325623,0.1111617831490138,22.8095,384.533,24.069,,,,,
30,0.4173,4.2744755244755246e-07,14.86,8500,,,,,,,,,,,,
31,,,15.0,8580,0.6816410422325134,0.609466962335562,0.659985752792961,0.11515220613385019,22.6346,387.504,24.255,,,,,
32,0.415,9.965034965034965e-08,15.73,9000,,,,,,,,,,,,
33,,,16.0,9152,0.6837690472602844,0.6094307970833956,0.6591848993161824,0.11469615779272603,23.0639,380.291,23.803,,,,,
34,,,16.0,9152,,,,,,,,1668.3993,87.643,5.485,9618805892087808.0,0.4890548745235363
