,loss,learning_rate,epoch,step,eval_loss,eval_accuracy,eval_runtime,eval_samples_per_second,train_runtime,train_samples_per_second,total_flos
0,1.5631,4.798646907216496e-06,0.64,500,,,,,,,
1,,,1.0,776,1.2707797288894653,0.4526582360267639,56.5663,209.489,,,
2,1.3137,4.5972938144329895e-06,1.29,1000,,,,,,,
3,1.2042,4.395940721649485e-06,1.93,1500,,,,,,,
4,,,2.0,1552,1.1870934963226318,0.5030379891395569,57.5252,205.997,,,
5,1.1211,4.1945876288659794e-06,2.58,2000,,,,,,,
6,,,3.0,2328,1.1595622301101685,0.5197468400001526,57.713,205.326,,,
7,1.0846,3.993234536082475e-06,3.22,2500,,,,,,,
8,1.0433,3.7918814432989694e-06,3.87,3000,,,,,,,
9,,,4.0,3104,1.2068700790405273,0.5261603593826294,57.6903,205.407,,,
10,0.9794,3.5905283505154643e-06,4.51,3500,,,,,,,
11,,,5.0,3880,1.171091079711914,0.5245569348335266,57.7369,205.241,,,
12,0.9499,3.3891752577319593e-06,5.15,4000,,,,,,,
13,0.9112,3.187822164948454e-06,5.8,4500,,,,,,,
14,,,6.0,4656,1.212769865989685,0.5272573828697205,57.7243,205.286,,,
15,0.8559,2.986469072164949e-06,6.44,5000,,,,,,,
16,,,7.0,5432,1.2278475761413574,0.5278481245040894,58.114,203.909,,,
17,0.8552,2.7851159793814438e-06,7.09,5500,,,,,,,
18,0.7934,2.5837628865979388e-06,7.73,6000,,,,,,,
19,,,8.0,6208,1.2687137126922607,0.5248945355415344,60.9392,194.456,,,
20,0.787,2.382409793814433e-06,8.38,6500,,,,,,,
21,,,9.0,6984,1.3463035821914673,0.5269198417663574,61.4308,192.9,,,
22,0.7465,2.181056701030928e-06,9.02,7000,,,,,,,
23,0.6864,1.979703608247423e-06,9.66,7500,,,,,,,
24,,,10.0,7760,1.3949366807937622,0.5258227586746216,56.9713,207.999,,,
25,0.6999,1.7783505154639178e-06,10.31,8000,,,,,,,
26,0.6614,1.5769974226804125e-06,10.95,8500,,,,,,,
27,,,11.0,8536,1.4720933437347412,0.5252320766448975,56.8206,208.551,,,
28,0.6482,1.3756443298969075e-06,11.6,9000,,,,,,,
29,,,12.0,9312,1.4918901920318604,0.5220252871513367,56.9723,207.996,,,
30,0.6216,1.174291237113402e-06,12.24,9500,,,,,,,
31,0.6053,9.72938144329897e-07,12.89,10000,,,,,,,
32,,,13.0,10088,1.5557845830917358,0.5215190052986145,56.9883,207.938,,,
33,0.599,7.715850515463919e-07,13.53,10500,,,,,,,
34,,,14.0,10864,1.5759536027908325,0.5211814641952515,57.0362,207.763,,,
35,0.5865,5.702319587628866e-07,14.18,11000,,,,,,,
36,0.5792,3.688788659793815e-07,14.82,11500,,,,,,,
37,,,15.0,11640,1.595597267150879,0.5220252871513367,56.9168,208.199,,,
38,0.5627,1.675257731958763e-07,15.46,12000,,,,,,,
39,,,16.0,12416,1.6140216588974,0.5222784876823425,56.8076,208.599,,,
40,,,16.0,12416,,,,,4120.4413,3.013,1073575058632740.0
