,loss,learning_rate,epoch,step,eval_loss,eval_accuracy,eval_runtime,eval_samples_per_second,train_runtime,train_samples_per_second,total_flos
0,0.6983,3.838917525773196e-06,0.64,500,,,,,,,
1,,,1.0,776,0.600626528263092,0.6650632619857788,24.5732,482.233,,,
2,0.633,3.6778350515463913e-06,1.29,1000,,,,,,,
3,0.5556,3.5167525773195874e-06,1.93,1500,,,,,,,
4,,,2.0,1552,0.5205751657485962,0.7326582074165344,24.666,480.418,,,
5,0.5126,3.3556701030927835e-06,2.58,2000,,,,,,,
6,,,3.0,2328,0.5191943645477295,0.7357805967330933,24.3645,486.363,,,
7,0.494,3.1945876288659793e-06,3.22,2500,,,,,,,
8,0.4605,3.033505154639175e-06,3.87,3000,,,,,,,
9,,,4.0,3104,0.5160344839096069,0.748354434967041,25.4083,466.382,,,
10,0.4299,2.872422680412371e-06,4.51,3500,,,,,,,
11,,,5.0,3880,0.5194740295410156,0.752826988697052,25.0951,472.203,,,
12,0.4206,2.711340206185567e-06,5.15,4000,,,,,,,
13,0.3898,2.5502577319587626e-06,5.8,4500,,,,,,,
14,,,6.0,4656,0.5370975136756897,0.7567088603973389,24.6831,480.086,,,
15,0.372,2.3891752577319587e-06,6.44,5000,,,,,,,
16,,,7.0,5432,0.5320242643356323,0.7632911205291748,24.9058,475.792,,,
17,0.3624,2.2280927835051544e-06,7.09,5500,,,,,,,
18,0.3408,2.0670103092783506e-06,7.73,6000,,,,,,,
19,,,8.0,6208,0.5723817944526672,0.7616877555847168,25.3621,467.233,,,
20,0.3236,1.9059278350515463e-06,8.38,6500,,,,,,,
21,,,9.0,6984,0.5770719647407532,0.7614346146583557,25.0485,473.083,,,
22,0.3221,1.7448453608247422e-06,9.02,7000,,,,,,,
23,0.2949,1.583762886597938e-06,9.66,7500,,,,,,,
24,,,10.0,7760,0.6193187832832336,0.7614346146583557,25.9621,456.434,,,
25,0.2845,1.422680412371134e-06,10.31,8000,,,,,,,
26,0.2782,1.2615979381443298e-06,10.95,8500,,,,,,,
27,,,11.0,8536,0.6397732496261597,0.7615190148353577,25.0096,473.819,,,
28,0.2534,1.1005154639175257e-06,11.6,9000,,,,,,,
29,,,12.0,9312,0.6728466153144836,0.7622784972190857,25.9829,456.069,,,
30,0.256,9.394329896907216e-07,12.24,9500,,,,,,,
31,0.2471,7.783505154639175e-07,12.89,10000,,,,,,,
32,,,13.0,10088,0.6864376068115234,0.7613502144813538,24.9579,474.799,,,
33,0.2362,6.172680412371134e-07,13.53,10500,,,,,,,
34,,,14.0,10864,0.6897306442260742,0.7605063319206238,25.0154,473.708,,,
35,0.2363,4.5618556701030926e-07,14.18,11000,,,,,,,
36,0.2278,2.9510309278350514e-07,14.82,11500,,,,,,,
37,,,15.0,11640,0.7019851803779602,0.7605063319206238,24.9283,475.364,,,
38,0.2252,1.3402061855670102e-07,15.46,12000,,,,,,,
39,,,16.0,12416,0.7079005241394043,0.7605907320976257,25.0387,473.268,,,
40,,,16.0,12416,,,,,2155.0219,5.761,419907629262312.0
