,loss,learning_rate,epoch,step,eval_loss,eval_accuracy,eval_runtime,eval_samples_per_second,train_runtime,train_samples_per_second,total_flos
0,0.7004,4.798646907216496e-06,0.64,500,,,,,,,
1,,,1.0,776,0.6930980682373047,0.5243037939071655,45.5188,260.332,,,
2,0.6944,4.5972938144329895e-06,1.29,1000,,,,,,,
3,0.6784,4.395940721649485e-06,1.93,1500,,,,,,,
4,,,2.0,1552,0.566705584526062,0.6875949501991272,45.8043,258.71,,,
5,0.559,4.1945876288659794e-06,2.58,2000,,,,,,,
6,,,3.0,2328,0.5171259641647339,0.7325738668441772,45.8202,258.62,,,
7,0.5113,3.993234536082475e-06,3.22,2500,,,,,,,
8,0.455,3.7918814432989694e-06,3.87,3000,,,,,,,
9,,,4.0,3104,0.46815788745880127,0.7782278656959534,45.8557,258.419,,,
10,0.3976,3.5905283505154643e-06,4.51,3500,,,,,,,
11,,,5.0,3880,0.5045502185821533,0.7876793146133423,45.8755,258.308,,,
12,0.3749,3.3891752577319593e-06,5.15,4000,,,,,,,
13,0.3245,3.187822164948454e-06,5.8,4500,,,,,,,
14,,,6.0,4656,0.44672608375549316,0.7929114103317261,58.0279,204.212,,,
15,0.2979,2.986469072164949e-06,6.44,5000,,,,,,,
16,,,7.0,5432,0.47739377617836,0.7897046208381653,53.8912,219.888,,,
17,0.2812,2.7851159793814438e-06,7.09,5500,,,,,,,
18,0.228,2.5837628865979388e-06,7.73,6000,,,,,,,
19,,,8.0,6208,0.613738477230072,0.797046422958374,53.5585,221.253,,,
20,0.219,2.382409793814433e-06,8.38,6500,,,,,,,
21,,,9.0,6984,0.6943565607070923,0.798312246799469,55.1441,214.892,,,
22,0.2021,2.181056701030928e-06,9.02,7000,,,,,,,
23,0.1633,1.979703608247423e-06,9.66,7500,,,,,,,
24,,,10.0,7760,0.8370330333709717,0.7936708927154541,54.0205,219.361,,,
25,0.1559,1.7783505154639178e-06,10.31,8000,,,,,,,
26,0.1477,1.5769974226804125e-06,10.95,8500,,,,,,,
27,,,11.0,8536,0.9674066305160522,0.794599175453186,55.4008,213.896,,,
28,0.1026,1.3756443298969075e-06,11.6,9000,,,,,,,
29,,,12.0,9312,1.016584873199463,0.7964556813240051,54.5899,217.073,,,
30,0.1056,1.174291237113402e-06,12.24,9500,,,,,,,
31,0.097,9.72938144329897e-07,12.89,10000,,,,,,,
32,,,13.0,10088,1.1470322608947754,0.796286940574646,52.3751,226.253,,,
33,0.0834,7.715850515463919e-07,13.53,10500,,,,,,,
34,,,14.0,10864,1.2487913370132446,0.795021116733551,52.2253,226.902,,,
35,0.0799,5.702319587628866e-07,14.18,11000,,,,,,,
36,0.0747,3.688788659793815e-07,14.82,11500,,,,,,,
37,,,15.0,11640,1.2778151035308838,0.7953586578369141,52.6356,225.133,,,
38,0.0653,1.675257731958763e-07,15.46,12000,,,,,,,
39,,,16.0,12416,1.312337040901184,0.7940084338188171,51.9036,228.308,,,
40,,,16.0,12416,,,,,3980.503,3.119,9150858204999024.0
