,loss,learning_rate,epoch,step,eval_loss,eval_accuracy,eval_runtime,eval_samples_per_second,train_runtime,train_samples_per_second,total_flos
0,0.6948,4.7847796143250695e-06,0.69,500,,,,,,,
1,,,1.0,726,0.6929619312286377,0.5126246809959412,39.9302,278.711,,,
2,0.6836,4.569559228650139e-06,1.38,1000,,,,,,,
3,,,2.0,1452,0.548055112361908,0.6962890028953552,36.1373,307.964,,,
4,0.594,4.354338842975207e-06,2.07,1500,,,,,,,
5,0.5362,4.139118457300276e-06,2.75,2000,,,,,,,
6,,,3.0,2178,0.5210599303245544,0.7088687419891357,37.2795,298.529,,,
7,0.5047,3.923898071625344e-06,3.44,2500,,,,,,,
8,,,4.0,2904,0.49152451753616333,0.7387905716896057,38.3873,289.914,,,
9,0.4872,3.7086776859504137e-06,4.13,3000,,,,,,,
10,0.4625,3.4934573002754824e-06,4.82,3500,,,,,,,
11,,,5.0,3630,0.49281755089759827,0.7517297267913818,39.5027,281.728,,,
12,0.4415,3.278236914600551e-06,5.51,4000,,,,,,,
13,,,6.0,4356,0.49697914719581604,0.7573906183242798,43.0408,258.569,,,
14,0.4176,3.06301652892562e-06,6.2,4500,,,,,,,
15,0.3999,2.847796143250689e-06,6.89,5000,,,,,,,
16,,,7.0,5082,0.5414411425590515,0.7656573057174683,36.0338,308.849,,,
17,0.3804,2.6325757575757576e-06,7.58,5500,,,,,,,
18,,,8.0,5808,0.5234397649765015,0.7712283134460449,17.8168,624.636,,,
19,0.3734,2.4173553719008267e-06,8.26,6000,,,,,,,
20,0.3495,2.2021349862258958e-06,8.95,6500,,,,,,,
21,,,9.0,6534,0.5454130172729492,0.7679935097694397,20.4803,543.399,,,
22,0.3248,1.9869146005509644e-06,9.64,7000,,,,,,,
23,,,10.0,7260,0.5999019145965576,0.7700601816177368,20.8151,534.659,,,
24,0.3107,1.7716942148760333e-06,10.33,7500,,,,,,,
25,,,11.0,7986,0.5842893123626709,0.7721268534660339,36.9792,300.953,,,
26,0.3086,1.556473829201102e-06,11.02,8000,,,,,,,
27,0.2884,1.341253443526171e-06,11.71,8500,,,,,,,
28,,,12.0,8712,0.6098154187202454,0.7735645771026611,34.717,320.564,,,
29,0.2776,1.1260330578512398e-06,12.4,9000,,,,,,,
30,,,13.0,9438,0.6280221939086914,0.7753616571426392,35.2694,315.543,,,
31,0.274,9.108126721763086e-07,13.09,9500,,,,,,,
32,0.2662,6.955922865013775e-07,13.77,10000,,,,,,,
33,,,14.0,10164,0.6421799063682556,0.7756312489509583,49.0784,226.76,,,
34,0.2536,4.803719008264464e-07,14.46,10500,,,,,,,
35,,,15.0,10890,0.6534665822982788,0.7750022411346436,20.1264,552.955,,,
36,0.249,2.651515151515152e-07,15.15,11000,,,,,,,
37,0.245,4.9931129476584024e-08,15.84,11500,,,,,,,
38,,,16.0,11616,0.6813639402389526,0.774912416934967,19.7105,564.623,,,
39,,,16.0,11616,,,,,2567.381,4.524,154460822947992.0
