index,node0,node1,weight
0,happy,glad,2
1,happy,happier,2
2,excited,upset,4
3,excited,worried,4
4,excited,fear,4
5,excited,disgusted,4
6,excited,mad,2
7,excited,sick,3
8,excited,rushed,4
9,excited,trust,4
10,excited,confuse,4
11,excited,love,4
12,excited,ready,4
13,excited,distressed,4
14,excited,down,4
15,excited,concern,4
16,excited,worry,4
17,excited,alert,4
18,excited,painful,4
19,excited,disturbed,3
20,excited,shock,4
21,excited,ill,4
22,excited,blessed,4
23,excited,aroused,2
24,excited,nauseous,4
25,excited,crazy,3
26,excited,alive,4
27,excited,emotional,2
28,excited,chill,4
29,excited,touched,4
30,excited,complete,4
31,excited,sore,3
32,excited,tender,4
33,excited,awake,3
34,excited,frantic,2
35,excited,horny,3
36,excited,close,4
37,excited,moved,4
38,excited,stimulated,3
39,excited,excite,2
40,excited,part,4
41,excited,wealthy,4
42,excited,trouble,4
43,excited,pressure,4
44,excited,wild,4
45,excited,feeling,4
46,excited,disturb,3
47,excited,energy,4
48,excited,queasy,4
49,excited,spunky,5
50,excited,steady,4
51,excited,frenzied,3
52,excited,beat,4
53,excited,show,4
54,excited,own,4
55,excited,feisty,4
56,excited,cats,4
57,excited,put,4
58,excited,loaded,4
59,excited,bother,4
60,excited,rushing,4
61,excited,grim,4
62,excited,sticky,4
63,excited,burden,3
64,excited,prompt,4
65,excited,nauseated,4
66,excited,defeat,4
67,excited,clear,4
68,excited,poise,4
69,excited,thrill,3
70,excited,rise,4
71,excited,sensitive,4
72,excited,burn,4
73,excited,unwavering,4
74,excited,attention,4
75,excited,insane,3
76,excited,caution,4
77,excited,manic,4
78,sad,upset,4
79,sad,depressed,4
80,sad,hurt,4
81,sad,sorry,2
82,sad,sick,4
83,sad,regretful,3
84,sad,bad,3
85,sad,pain,4
86,sad,silly,4
87,sad,down,4
88,sad,concern,4
89,sad,worry,4
90,sad,inadequate,4
91,sad,miserable,3
92,sad,poor,3
93,sad,dirty,4
94,sad,downhearted,4
95,sad,worrisome,3
96,sad,worthless,4
97,sad,criminal,3
98,sad,tough,4
99,sad,spoiled,4
100,sad,ugly,4
101,sad,pathetic,3
102,sad,naughty,4
103,sad,low,4
104,sad,ridiculous,4
105,sad,trouble,4
106,sad,glum,4
107,sad,evil,4
108,sad,gloomy,3
109,sad,disturb,4
110,sad,badly,4
111,sad,dispirited,4
112,sad,distress,3
113,sad,blue,3
114,sad,stern,4
115,sad,relentless,4
116,sad,moody,4
117,sad,morose,4
118,sad,big,4
119,sad,woeful,3
120,sad,pitiful,2
121,sad,dark,3
122,sad,sulky,4
123,sad,downcast,4
124,sad,detestable,4
125,sad,bother,4
126,sad,unworthy,4
127,sad,grim,3
128,sad,savage,4
129,sad,despicable,4
130,sad,sour,4
131,sad,piteous,3
132,sad,unforgiving,4
133,sad,sullen,4
134,proud,great,4
135,proud,heroic,4
136,proud,fantastic,4
137,proud,wonderful,4
138,proud,scare,4
139,proud,high,4
140,proud,well,4
141,proud,neat,4
142,proud,wondrous,4
143,proud,chivalrous,3
144,proud,exceptional,4
145,proud,elevated,3
146,proud,marvelous,4
147,proud,thrill,4
148,proud,swollen,4
149,proud,idealistic,3
150,angry,anger,4
151,angry,surprise,4
152,angry,mad,4
153,angry,sick,4
154,angry,bad,4
155,angry,pain,4
156,angry,confuse,4
157,angry,devastated,4
158,angry,furious,2
159,angry,worry,4
160,angry,enraged,3
161,angry,disturbed,4
162,angry,dead,4
163,angry,hot,3
164,angry,crazy,3
165,angry,angered,3
166,angry,annoyance,4
167,angry,fantastic,3
168,angry,violent,3
169,angry,wonderful,4
170,angry,rage,3
171,angry,agony,4
172,angry,trouble,4
173,angry,passion,4
174,angry,infuriated,3
175,angry,wild,2
176,angry,disturb,4
177,angry,wrath,5
178,angry,wondrous,4
179,angry,beat,4
180,angry,fierce,3
181,angry,bother,3
182,angry,savage,3
183,angry,wasted,4
184,angry,boisterous,4
185,angry,marvelous,4
186,angry,loose,4
187,angry,barren,4
188,scared,determined,4
189,scared,fear,3
190,scared,frightened,2
191,scared,terrified,3
192,scared,panicked,3
193,scared,awe,4
194,scared,ready,4
195,scared,concern,4
196,scared,dumb,4
197,scared,cool,4
198,scared,panic,3
199,scared,chill,3
200,scared,grumpy,4
201,scared,weary,3
202,scared,dread,4
203,scared,terror,3
204,scared,stress,4
205,scared,boring,4
206,scared,dull,3
207,scared,scare,2
208,scared,slow,4
209,scared,panicky,3
210,scared,sluggish,4
211,scared,fright,2
212,scared,loud,4
213,scared,dictated,4
214,scared,beat,4
215,scared,mute,4
216,scared,put,4
217,scared,numb,4
218,scared,frighten,2
219,scared,fit,4
220,scared,discover,4
221,scared,thrill,4
222,scared,grave,4
223,scared,control,4
224,scared,shivering,4
225,scared,bless,4
226,scared,observation,4
227,scared,objective,4
228,disappointed,upset,3
229,disappointed,frustrated,2
230,disappointed,worried,4
231,disappointed,curious,4
232,disappointed,confused,4
233,disappointed,depressed,4
234,disappointed,defeated,2
235,disappointed,frustration,4
236,disappointed,confuse,4
237,disappointed,distressed,4
238,disappointed,down,4
239,disappointed,humiliated,4
240,disappointed,funny,4
241,disappointed,disturbed,4
242,disappointed,miserable,4
243,disappointed,frugal,4
244,disappointed,grumpy,4
245,disappointed,downhearted,4
246,disappointed,crushed,4
247,disappointed,broken,4
248,disappointed,humbled,4
249,disappointed,humble,4
250,disappointed,agony,4
251,disappointed,low,4
252,disappointed,trouble,4
253,disappointed,small,4
254,disappointed,odd,4
255,disappointed,gloomy,4
256,disappointed,disturb,4
257,disappointed,dispirited,4
258,disappointed,blue,4
259,disappointed,thwarted,2
260,disappointed,beat,4
261,disappointed,downcast,4
262,disappointed,bother,4
263,disappointed,grim,4
264,disappointed,savage,4
265,disappointed,economical,4
266,disappointed,defeat,3
267,disappointed,disgrace,4
268,nervous,anxious,2
269,nervous,disgusted,4
270,nervous,mad,4
271,nervous,sick,3
272,nervous,awkward,3
273,nervous,disgust,4
274,nervous,uneasy,2
275,nervous,restless,3
276,nervous,clumsy,4
277,nervous,disturbed,4
278,nervous,unsatisfied,4
279,nervous,ill,4
280,nervous,nauseous,3
281,nervous,crazy,4
282,nervous,disgusting,4
283,nervous,worthless,4
284,nervous,ugly,4
285,nervous,inept,4
286,nervous,queasy,2
287,nervous,yucky,4
288,nervous,spooky,2
289,nervous,cats,4
290,nervous,unworthy,4
291,nervous,grim,4
292,nervous,sticky,4
293,nervous,despicable,4
294,nervous,nauseated,3
295,nervous,distasteful,4
296,nervous,loathsome,3
297,nervous,offensive,3
298,upset,annoyed,4
299,upset,frustrated,3
300,upset,worried,2
301,upset,embarrassed,4
302,upset,accomplished,4
303,upset,confused,2
304,upset,fear,4
305,upset,disgusted,4
306,upset,concerned,4
307,upset,interested,4
308,upset,depressed,4
309,upset,irritated,4
310,upset,mad,3
311,upset,good,4
312,upset,hurt,4
313,upset,sorry,4
314,upset,unhappy,3
315,upset,sick,3
316,upset,stressed,3
317,upset,pain,3
318,upset,defeated,3
319,upset,amazed,4
320,upset,confuse,3
321,upset,caring,4
322,upset,helpless,4
323,upset,safe,4
324,upset,inspired,4
325,upset,apprehensive,3
326,upset,lost,3
327,upset,distressed,2
328,upset,down,4
329,upset,concern,3
330,upset,busy,4
331,upset,full,4
332,upset,distracted,3
333,upset,secure,4
334,upset,pained,3
335,upset,humiliated,3
336,upset,dedicated,4
337,upset,offended,4
338,upset,agitated,3
339,upset,giving,3
340,upset,needy,4
341,upset,worry,3
342,upset,perplexed,4
343,upset,flustered,4
344,upset,bothered,3
345,upset,disturbed,2
346,upset,miserable,4
347,upset,better,3
348,upset,shock,4
349,upset,ill,4
350,upset,cared,4
351,upset,abandoned,4
352,upset,empty,4
353,upset,disheartened,4
354,upset,resigned,4
355,upset,occupied,4
356,upset,exited,4
357,upset,broke,4
358,upset,isolated,4
359,upset,amazing,4
360,upset,nauseous,4
361,upset,crazy,3
362,upset,puzzled,4
363,upset,touched,3
364,upset,weary,4
365,upset,troubled,2
366,upset,sore,4
367,upset,downhearted,4
368,upset,disoriented,3
369,upset,annoyance,4
370,upset,careful,4
371,upset,serious,4
372,upset,worrisome,3
373,upset,frantic,4
374,upset,unwell,4
375,upset,bewildered,3
376,upset,achieved,4
377,upset,inconvenienced,3
378,upset,stress,4
379,upset,crushed,3
380,upset,tough,4
381,upset,vexed,3
382,upset,devoted,4
383,upset,perturbed,3
384,upset,exuberant,4
385,upset,doomed,4
386,upset,moved,4
387,upset,stimulated,4
388,upset,dull,4
389,upset,demoralized,4
390,upset,broken,2
391,upset,humbled,3
392,upset,excite,4
393,upset,sickly,4
394,upset,disjointed,3
395,upset,part,3
396,upset,dumbfounded,4
397,upset,humble,4
398,upset,committed,4
399,upset,annoying,4
400,upset,honest,4
401,upset,confusion,4
402,upset,stuck,4
403,upset,low,3
404,upset,mortified,4
405,upset,harried,4
406,upset,fast,4
407,upset,preoccupied,4
408,upset,casual,4
409,upset,shaken,4
410,upset,trouble,2
411,upset,rivaled,4
412,upset,small,4
413,upset,exciting,4
414,upset,wild,4
415,upset,gloomy,4
416,upset,right,4
417,upset,feeling,4
418,upset,destitute,4
419,upset,disturb,2
420,upset,perverted,4
421,upset,contrary,4
422,upset,routine,4
423,upset,queasy,4
424,upset,provoked,4
425,upset,dispirited,4
426,upset,distress,3
427,upset,well,4
428,upset,interesting,4
429,upset,poorly,4
430,upset,worries,3
431,upset,blue,4
432,upset,outrage,4
433,upset,turned,3
434,upset,heated,4
435,upset,undermined,4
436,upset,unknown,4
437,upset,gone,4
438,upset,thwarted,3
439,upset,missed,4
440,upset,open,4
441,upset,bothersome,4
442,upset,respectable,4
443,upset,depression,4
444,upset,discombobulated,3
445,upset,spent,4
446,upset,believed,4
447,upset,stupefied,4
448,upset,big,4
449,upset,deranged,4
450,upset,beat,4
451,upset,thinking,4
452,upset,flabbergast,3
453,upset,honorable,4
454,upset,disrupted,4
455,upset,taken,4
456,upset,going,4
457,upset,interrupted,3
458,upset,proficient,4
459,upset,irritating,4
460,upset,baffled,3
461,upset,choked,4
462,upset,avoid,4
463,upset,jumbled,4
464,upset,cats,4
465,upset,pitiful,4
466,upset,dark,4
467,upset,gifted,4
468,upset,loss,4
469,upset,mute,4
470,upset,apprehended,4
471,upset,resolve,4
472,upset,downcast,4
473,upset,bother,3
474,upset,grim,4
475,upset,mystified,4
476,upset,uprise,4
477,upset,pressed,4
478,upset,dependable,4
479,upset,elevated,4
480,upset,super,4
481,upset,nauseated,4
482,upset,alienated,4
483,upset,fit,4
484,upset,discover,3
485,upset,clear,4
486,upset,hap,4
487,upset,hidden,4
488,upset,effective,4
489,upset,hassled,4
490,upset,rise,4
491,upset,control,4
492,upset,skillful,4
493,upset,sour,4
494,upset,dishearten,4
495,upset,poignant,4
496,upset,frazzled,4
497,upset,related,4
498,upset,distrait,4
499,upset,hollow,4
500,upset,handsome,4
501,upset,attention,4
502,upset,opened,4
503,upset,insane,4
504,upset,flabbergasted,3
505,upset,caution,4
506,upset,released,4
507,upset,vague,4
508,upset,try,4
509,annoyed,irritated,2
510,annoyed,hurt,4
511,annoyed,pain,3
512,annoyed,confuse,4
513,annoyed,mischievous,4
514,annoyed,ready,4
515,annoyed,strong,4
516,annoyed,concern,4
517,annoyed,mean,4
518,annoyed,worry,3
519,annoyed,pissed,2
520,annoyed,dead,4
521,annoyed,troubled,4
522,annoyed,annoyance,3
523,annoyed,resentment,4
524,annoyed,vexed,2
525,annoyed,close,4
526,annoyed,irritation,4
527,annoyed,excite,4
528,annoyed,wealthy,4
529,annoyed,annoying,4
530,annoyed,agony,4
531,annoyed,harried,2
532,annoyed,fast,4
533,annoyed,ridiculous,4
534,annoyed,trouble,3
535,annoyed,disturb,3
536,annoyed,soaked,3
537,annoyed,steadfast,4
538,annoyed,miffed,2
539,annoyed,idiotic,4
540,annoyed,steady,4
541,annoyed,beat,3
542,annoyed,astonish,4
543,annoyed,closer,4
544,annoyed,stronger,4
545,annoyed,put,4
546,annoyed,loaded,3
547,annoyed,laughable,4
548,annoyed,bond,4
549,annoyed,bother,2
550,annoyed,savage,4
551,annoyed,clear,4
552,annoyed,besotted,3
553,annoyed,grave,4
554,annoyed,wet,3
555,annoyed,peeved,2
556,annoyed,burn,3
557,annoyed,unwavering,4
558,annoyed,firm,4
559,annoyed,stiff,3
560,annoyed,nasty,4
561,surprised,surprise,2
562,surprised,rage,3
563,surprised,pressure,4
564,surprised,passion,4
565,surprised,strength,4
566,surprised,power,4
567,relieved,calm,3
568,relieved,sick,4
569,relieved,relief,3
570,relieved,confuse,4
571,relieved,free,2
572,relieved,down,4
573,relieved,dumb,4
574,relieved,giving,4
575,relieved,needy,4
576,relieved,worry,4
577,relieved,better,4
578,relieved,empty,4
579,relieved,out,4
580,relieved,dead,4
581,relieved,static,3
582,relieved,isolated,4
583,relieved,uncaring,4
584,relieved,clean,4
585,relieved,complete,4
586,relieved,relax,4
587,relieved,serene,4
588,relieved,peace,4
589,relieved,comfort,3
590,relieved,part,4
591,relieved,intent,4
592,relieved,fondness,4
593,relieved,tranquil,3
594,relieved,popular,4
595,relieved,frozen,4
596,relieved,understood,4
597,relieved,right,4
598,relieved,destitute,3
599,relieved,serenity,4
600,relieved,relaxation,3
601,relieved,disturb,4
602,relieved,detached,3
603,relieved,help,4
604,relieved,blue,4
605,relieved,rest,3
606,relieved,stable,4
607,relieved,open,4
608,relieved,restrained,4
609,relieved,steady,4
610,relieved,big,4
611,relieved,beat,3
612,relieved,alleviated,2
613,relieved,daddy,4
614,relieved,going,4
615,relieved,astonish,4
616,relieved,show,4
617,relieved,still,2
618,relieved,loss,4
619,relieved,mute,4
620,relieved,put,4
621,relieved,bond,3
622,relieved,bother,4
623,relieved,regular,4
624,relieved,tolerant,4
625,relieved,bleak,4
626,relieved,succor,4
627,relieved,discover,4
628,relieved,clear,4
629,relieved,unperturbed,4
630,relieved,eased,2
631,relieved,purpose,4
632,relieved,control,4
633,relieved,burn,4
634,relieved,attachment,4
635,relieved,loose,3
636,relieved,barren,3
637,relieved,handsome,4
638,relieved,escaped,4
639,relieved,redundant,4
640,relieved,fancy,3
641,relieved,promiscuous,4
642,frustrated,worried,4
643,frustrated,curious,3
644,frustrated,confused,4
645,frustrated,hurt,4
646,frustrated,pain,4
647,frustrated,defeated,2
648,frustrated,frustration,4
649,frustrated,confuse,3
650,frustrated,distressed,4
651,frustrated,suspicious,4
652,frustrated,down,4
653,frustrated,concern,4
654,frustrated,busy,4
655,frustrated,special,4
656,frustrated,brave,4
657,frustrated,funny,3
658,frustrated,furious,4
659,frustrated,worry,4
660,frustrated,disturbed,4
661,frustrated,shock,4
662,frustrated,dead,4
663,frustrated,festive,4
664,frustrated,frugal,3
665,frustrated,drunk,4
666,frustrated,unique,4
667,frustrated,grumpy,3
668,frustrated,weary,4
669,frustrated,annoyance,4
670,frustrated,merry,4
671,frustrated,worrisome,4
672,frustrated,jovial,4
673,frustrated,picky,4
674,frustrated,jolly,4
675,frustrated,broken,4
676,frustrated,humble,4
677,frustrated,agony,3
678,frustrated,trouble,4
679,frustrated,odd,3
680,frustrated,wild,4
681,frustrated,disturb,4
682,frustrated,mirthful,4
683,frustrated,outrage,4
684,frustrated,cheery,4
685,frustrated,thwarted,2
686,frustrated,beat,3
687,frustrated,astonish,4
688,frustrated,put,4
689,frustrated,laughable,4
690,frustrated,fierce,4
691,frustrated,bond,4
692,frustrated,bother,3
693,frustrated,savage,3
694,frustrated,child,4
695,frustrated,economical,3
696,frustrated,defeat,3
697,frustrated,discover,4
698,frustrated,mess,4
699,frustrated,particular,4
700,satisfied,hurt,4
701,satisfied,fun,4
702,satisfied,concern,4
703,satisfied,busy,4
704,satisfied,full,4
705,satisfied,worry,4
706,satisfied,satiated,4
707,satisfied,secretive,5
708,satisfied,relax,4
709,satisfied,welcome,4
710,satisfied,close,4
711,satisfied,slow,4
712,satisfied,feeling,4
713,satisfied,disturb,4
714,satisfied,satisfy,2
715,satisfied,need,4
716,satisfied,still,4
717,satisfied,fit,3
718,satisfied,discover,4
719,satisfied,control,4
720,satisfied,loose,4
721,satisfied,ache,4
722,satisfied,fancy,4
723,anxious,disgusted,4
724,anxious,mad,4
725,anxious,sick,3
726,anxious,awkward,3
727,anxious,disgust,4
728,anxious,uneasy,2
729,anxious,restless,3
730,anxious,clumsy,4
731,anxious,disturbed,4
732,anxious,unsatisfied,4
733,anxious,better,4
734,anxious,ill,4
735,anxious,nauseous,3
736,anxious,crazy,4
737,anxious,chill,4
738,anxious,disgusting,4
739,anxious,weary,4
740,anxious,worthless,4
741,anxious,ugly,4
742,anxious,dull,4
743,anxious,part,4
744,anxious,scare,4
745,anxious,inept,4
746,anxious,queasy,2
747,anxious,yucky,4
748,anxious,faint,4
749,anxious,spooky,3
750,anxious,going,4
751,anxious,cats,4
752,anxious,loss,4
753,anxious,unworthy,4
754,anxious,grim,4
755,anxious,sticky,4
756,anxious,despicable,4
757,anxious,nauseated,3
758,anxious,distasteful,4
759,anxious,fit,4
760,anxious,discover,4
761,anxious,clear,4
762,anxious,hap,4
763,anxious,loathsome,3
764,anxious,offensive,3
765,worried,confused,3
766,worried,fear,3
767,worried,disgusted,4
768,worried,mad,3
769,worried,hurt,4
770,worried,unhappy,3
771,worried,sick,3
772,worried,stressed,3
773,worried,pain,4
774,worried,defeated,4
775,worried,confuse,4
776,worried,awe,4
777,worried,apprehensive,2
778,worried,lost,4
779,worried,distressed,2
780,worried,concern,2
781,worried,busy,3
782,worried,distracted,4
783,worried,pained,4
784,worried,humiliated,4
785,worried,agitated,4
786,worried,giving,4
787,worried,worry,2
788,worried,bothered,4
789,worried,disturbed,2
790,worried,better,4
791,worried,ill,4
792,worried,engaged,4
793,worried,dead,4
794,worried,nauseous,4
795,worried,crazy,3
796,worried,touched,4
797,worried,troubled,3
798,worried,sore,4
799,worried,disoriented,4
800,worried,annoyance,4
801,worried,worrisome,4
802,worried,frantic,4
803,worried,bewildered,4
804,worried,dread,4
805,worried,inconvenienced,4
806,worried,stress,4
807,worried,crushed,4
808,worried,vexed,4
809,worried,irritation,4
810,worried,perturbed,4
811,worried,broken,3
812,worried,humbled,4
813,worried,excite,4
814,worried,disjointed,4
815,worried,part,4
816,worried,annoying,4
817,worried,low,4
818,worried,trouble,3
819,worried,wild,4
820,worried,feeling,4
821,worried,same,4
822,worried,disturb,3
823,worried,satisfy,4
824,worried,need,4
825,worried,fright,4
826,worried,queasy,4
827,worried,help,4
828,worried,distress,3
829,worried,want,4
830,worried,worries,4
831,worried,rest,4
832,worried,turned,4
833,worried,plenty,4
834,worried,thwarted,4
835,worried,discombobulated,4
836,worried,beat,3
837,worried,flabbergast,4
838,worried,astonish,4
839,worried,interrupted,4
840,worried,baffled,4
841,worried,cats,4
842,worried,put,4
843,worried,bond,4
844,worried,bother,3
845,worried,grim,4
846,worried,burden,4
847,worried,nauseated,4
848,worried,discover,4
849,worried,thrill,4
850,worried,mess,4
851,worried,attention,3
852,worried,insane,4
853,worried,flabbergasted,4
854,worried,caution,3
855,worried,try,4
856,hopeful,hurt,4
857,hopeful,smart,3
858,hopeful,secure,4
859,hopeful,wise,4
860,hopeful,hope,4
861,hopeful,fresh,4
862,hopeful,intent,5
863,hopeful,sassy,4
864,hopeful,wishful,3
865,hopeful,splendid,4
866,hopeful,anticipate,3
867,hopeful,brainy,4
868,hopeful,superb,4
869,hopeful,wiser,4
870,hopeful,aching,4
871,hopeful,desirous,4
872,hopeful,smarter,3
873,hopeful,intense,4
874,hopeful,purpose,5
875,hopeful,control,4
876,hopeful,promise,3
877,hopeful,ache,4
878,hopeful,cry,4
879,hopeful,glorious,4
880,hopeful,aspiring,3
881,hopeful,objective,5
882,determined,good,4
883,determined,calm,4
884,determined,sick,4
885,determined,prepared,3
886,determined,disgust,4
887,determined,amazed,4
888,determined,safe,4
889,determined,ready,3
890,determined,strong,4
891,determined,kind,4
892,determined,down,4
893,determined,concern,4
894,determined,mean,4
895,determined,normal,4
896,determined,special,4
897,determined,secure,3
898,determined,educated,4
899,determined,perplexed,4
900,determined,better,4
901,determined,organized,4
902,determined,amazing,4
903,determined,driven,2
904,determined,puzzled,4
905,determined,tender,4
906,determined,accommodating,4
907,determined,bewildered,4
908,determined,welcome,4
909,determined,vexed,4
910,determined,sense,4
911,determined,part,4
912,determined,dumbfounded,4
913,determined,committed,4
914,determined,secured,4
915,determined,strict,4
916,determined,eagerness,4
917,determined,stuck,4
918,determined,casual,4
919,determined,intent,4
920,determined,fondness,4
921,determined,slow,4
922,determined,pressure,4
923,determined,confined,4
924,determined,frozen,4
925,determined,looking,4
926,determined,right,4
927,determined,feeling,4
928,determined,targeted,4
929,determined,satisfy,4
930,determined,need,4
931,determined,energy,4
932,determined,learned,4
933,determined,respect,4
934,determined,noticed,4
935,determined,appreciation,4
936,determined,rest,4
937,determined,restricted,4
938,determined,disciplined,4
939,determined,plenty,4
940,determined,ranked,4
941,determined,gone,4
942,determined,apprehension,4
943,determined,chastised,4
944,determined,restrained,4
945,determined,stupefied,4
946,determined,dictated,2
947,determined,beat,4
948,determined,compensated,4
949,determined,going,4
950,determined,show,4
951,determined,gear,4
952,determined,baffled,4
953,determined,ordered,4
954,determined,home,4
955,determined,done,3
956,determined,put,3
957,determined,resolve,3
958,determined,acting,4
959,determined,dressed,3
960,determined,bond,4
961,determined,regular,4
962,determined,boss,4
963,determined,manipulated,4
964,determined,entrapped,4
965,determined,mystified,4
966,determined,uprise,4
967,determined,strength,4
968,determined,dependable,4
969,determined,found,4
970,determined,super,4
971,determined,behaved,4
972,determined,qualified,4
973,determined,settled,4
974,determined,developing,4
975,determined,elate,4
976,determined,fit,3
977,determined,discover,3
978,determined,clear,4
979,determined,dominance,4
980,determined,hap,4
981,determined,rise,4
982,determined,power,4
983,determined,purpose,4
984,determined,control,3
985,determined,mess,3
986,determined,sour,4
987,determined,chastened,4
988,determined,limited,3
989,determined,trained,4
990,determined,promise,4
991,determined,hollow,4
992,determined,entertain,4
993,determined,cooking,4
994,determined,framed,4
995,determined,stiff,4
996,determined,crumpled,4
997,determined,fancy,3
998,determined,observation,4
999,determined,represented,4
1000,determined,spirit,4
1001,determined,try,4
1002,determined,objective,4
1003,determined,healthier,4
1004,embarrassed,confused,4
1005,embarrassed,depressed,4
1006,embarrassed,down,4
1007,embarrassed,humiliated,2
1008,embarrassed,miserable,4
1009,embarrassed,better,4
1010,embarrassed,downhearted,4
1011,embarrassed,crushed,3
1012,embarrassed,close,4
1013,embarrassed,broken,3
1014,embarrassed,humbled,3
1015,embarrassed,part,4
1016,embarrassed,humble,3
1017,embarrassed,low,3
1018,embarrassed,mortified,2
1019,embarrassed,small,4
1020,embarrassed,gloomy,4
1021,embarrassed,dispirited,4
1022,embarrassed,blue,4
1023,embarrassed,freezing,4
1024,embarrassed,embarrass,2
1025,embarrassed,depression,4
1026,embarrassed,beat,4
1027,embarrassed,avoid,4
1028,embarrassed,downcast,4
1029,embarrassed,bond,4
1030,embarrassed,grim,4
1031,embarrassed,savage,4
1032,embarrassed,discover,4
1033,embarrassed,exclude,4
1034,embarrassed,mess,4
1035,embarrassed,chagrined,2
1036,accomplished,loved,4
1037,accomplished,exhausted,4
1038,accomplished,loving,4
1039,accomplished,love,4
1040,accomplished,ready,4
1041,accomplished,free,4
1042,accomplished,down,4
1043,accomplished,concern,4
1044,accomplished,vindicated,4
1045,accomplished,mean,4
1046,accomplished,empty,4
1047,accomplished,dead,4
1048,accomplished,tense,4
1049,accomplished,gross,3
1050,accomplished,clean,4
1051,accomplished,complete,2
1052,accomplished,stress,4
1053,accomplished,close,4
1054,accomplished,humble,4
1055,accomplished,fat,4
1056,accomplished,feeling,4
1057,accomplished,disturb,4
1058,accomplished,satisfy,3
1059,accomplished,appreciation,4
1060,accomplished,stern,4
1061,accomplished,pompous,5
1062,accomplished,realized,2
1063,accomplished,open,4
1064,accomplished,removed,4
1065,accomplished,show,3
1066,accomplished,home,4
1067,accomplished,done,4
1068,accomplished,ruined,4
1069,accomplished,apprehended,4
1070,accomplished,put,4
1071,accomplished,resolve,4
1072,accomplished,bother,4
1073,accomplished,exhaustive,4
1074,accomplished,freed,4
1075,accomplished,burden,4
1076,accomplished,found,3
1077,accomplished,bleak,4
1078,accomplished,perfect,3
1079,accomplished,fit,4
1080,accomplished,discover,3
1081,accomplished,clear,3
1082,accomplished,hap,4
1083,accomplished,exonerated,4
1084,accomplished,rise,4
1085,accomplished,control,4
1086,accomplished,knowing,4
1087,accomplished,barren,4
1088,accomplished,recognized,4
1089,accomplished,expressed,4
1090,accomplished,virtuous,4
1091,accomplished,released,4
1092,accomplished,fancy,4
1093,accomplished,try,4
1094,content,focused,4
1095,content,mean,4
1096,content,giving,4
1097,content,contented,2
1098,content,capable,3
1099,content,undecided,4
1100,content,resigned,4
1101,content,concentrated,4
1102,content,receptive,4
1103,content,affection,4
1104,content,fondness,4
1105,content,able,4
1106,content,learned,4
1107,content,disciplined,4
1108,content,repressed,4
1109,content,open,3
1110,content,taken,4
1111,content,centered,4
1112,content,home,4
1113,content,burden,4
1114,content,qualified,4
1115,content,clear,4
1116,content,trained,4
1117,content,loose,4
1118,content,significant,4
1119,content,dependent,3
1120,content,opened,4
1121,content,released,4
1122,content,spirit,4
1123,anticipation,expectation,2
1124,anticipation,anticipate,4
1125,anticipation,promise,4
1126,grateful,thankful,2
1127,joy,loved,4
1128,joy,pleased,3
1129,joy,joyful,4
1130,joy,elated,4
1131,joy,ecstatic,4
1132,joy,loving,4
1133,joy,delighted,3
1134,joy,love,4
1135,joy,enjoyment,4
1136,joy,exhilarated,3
1137,joy,fascinated,4
1138,joy,violated,4
1139,joy,victorious,4
1140,joy,pleasure,2
1141,joy,gleeful,4
1142,joy,enamored,4
1143,joy,enthralled,3
1144,joy,enjoying,3
1145,joy,triumphant,3
1146,joy,jubilant,3
1147,joy,enjoy,3
1148,joy,enjoyed,3
1149,joy,outraged,4
1150,joy,caught,4
1151,joy,jubilation,3
1152,joy,delight,2
1153,joy,prideful,3
1154,joy,haughty,4
1155,joy,captivated,4
1156,joy,pleasing,3
1157,joy,enraptured,3
1158,joy,disdainful,4
1159,joy,entranced,4
1160,joy,triumph,3
1161,joy,enchanted,3
1162,joy,victory,4
1163,joy,outrage,4
1164,joy,reveled,3
1165,joy,overbearing,4
1166,joy,rejoicing,2
1167,joy,exulted,3
1168,joy,joyousness,2
1169,joy,please,3
1170,joy,joys,2
1171,joy,charming,4
1172,joy,joyed,2
1173,curious,tired,4
1174,curious,confused,4
1175,curious,thrilled,4
1176,curious,bad,4
1177,curious,defeated,4
1178,curious,frustration,4
1179,curious,amazed,4
1180,curious,lost,4
1181,curious,suspicious,3
1182,curious,special,3
1183,curious,exhilarated,4
1184,curious,brave,4
1185,curious,alone,4
1186,curious,funny,2
1187,curious,perplexed,4
1188,curious,threatened,4
1189,curious,violated,4
1190,curious,fatigued,4
1191,curious,festive,4
1192,curious,broke,4
1193,curious,frugal,4
1194,curious,drunk,3
1195,curious,amazing,4
1196,curious,unique,3
1197,curious,puzzled,4
1198,curious,grumpy,4
1199,curious,weary,4
1200,curious,merry,4
1201,curious,jovial,4
1202,curious,bewildered,4
1203,curious,picky,4
1204,curious,jolly,4
1205,curious,tough,4
1206,curious,vexed,4
1207,curious,spoiled,3
1208,curious,wary,4
1209,curious,broken,4
1210,curious,dumbfounded,4
1211,curious,intoxicated,4
1212,curious,stuck,4
1213,curious,revealed,4
1214,curious,ridiculous,4
1215,curious,odd,2
1216,curious,inebriated,4
1217,curious,distrust,4
1218,curious,mirthful,3
1219,curious,mistrusting,4
1220,curious,soaked,4
1221,curious,idiotic,4
1222,curious,rest,4
1223,curious,cheery,4
1224,curious,thwarted,3
1225,curious,open,4
1226,curious,stupefied,4
