,loss,learning_rate,epoch,step,eval_loss,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
0,0.8645,4.784779614325069e-05,0.69,500,,,,,,,,,,
1,,,1.0,726,0.6031545996665955,0.7450804114341736,13.7921,806.909,50.464,,,,,
2,0.5909,4.569559228650138e-05,1.38,1000,,,,,,,,,,
3,,,2.0,1452,0.6050236225128174,0.7626920938491821,14.3116,777.623,48.632,,,,,
4,0.4654,4.354338842975207e-05,2.07,1500,,,,,,,,,,
5,0.2544,4.139118457300275e-05,2.75,2000,,,,,,,,,,
6,,,3.0,2178,0.7888569235801697,0.7645789980888367,14.5184,766.546,47.939,,,,,
7,0.1789,3.9238980716253446e-05,3.44,2500,,,,,,,,,,
8,,,4.0,2904,0.9325206875801086,0.7690718173980713,14.2216,782.542,48.94,,,,,
9,0.1413,3.708677685950414e-05,4.13,3000,,,,,,,,,,
10,0.0927,3.4934573002754824e-05,4.82,3500,,,,,,,,,,
11,,,5.0,3630,1.843536615371704,0.7652978897094727,15.4414,720.724,45.074,,,,,
12,0.0761,3.278236914600551e-05,5.51,4000,,,,,,,,,,
13,,,6.0,4356,2.1824796199798584,0.7659268379211426,14.8724,748.297,46.798,,,,,
14,0.0517,3.06301652892562e-05,6.2,4500,,,,,,,,,,
15,0.0473,2.847796143250689e-05,6.89,5000,,,,,,,,,,
16,,,7.0,5082,2.1792094707489014,0.7685326337814331,14.6522,759.545,47.501,,,,,
17,0.0363,2.6325757575757575e-05,7.58,5500,,,,,,,,,,
18,,,8.0,5808,2.5653774738311768,0.7688022255897522,14.7185,756.126,47.288,,,,,
19,0.0277,2.4173553719008264e-05,8.26,6000,,,,,,,,,,
20,0.0248,2.2021349862258957e-05,8.95,6500,,,,,,,,,,
21,,,9.0,6534,2.4587180614471436,0.7692515254020691,14.3941,773.163,48.353,,,,,
22,0.017,1.9869146005509643e-05,9.64,7000,,,,,,,,,,
23,,,10.0,7260,2.8664281368255615,0.7703297734260559,14.79,752.468,47.059,,,,,
24,0.0142,1.7716942148760332e-05,10.33,7500,,,,,,,,,,
25,,,11.0,7986,2.958345413208008,0.7709587812423706,14.9485,744.491,46.56,,,,,
26,0.0171,1.5564738292011018e-05,11.02,8000,,,,,,,,,,
27,0.0127,1.3412534435261709e-05,11.71,8500,,,,,,,,,,
28,,,12.0,8712,2.9842872619628906,0.7717674374580383,14.4439,770.5,48.187,,,,,
29,0.0132,1.1260330578512397e-05,12.4,9000,,,,,,,,,,
30,,,13.0,9438,3.0173933506011963,0.7733848690986633,14.3195,777.191,48.605,,,,,
31,0.0058,9.108126721763086e-06,13.09,9500,,,,,,,,,,
32,0.0035,6.955922865013774e-06,13.77,10000,,,,,,,,,,
33,,,14.0,10164,3.2260093688964844,0.771497905254364,14.3451,775.804,48.518,,,,,
34,0.0037,4.803719008264463e-06,14.46,10500,,,,,,,,,,
35,,,15.0,10890,3.297668218612671,0.7724862694740295,14.5284,766.018,47.906,,,,,
36,0.006,2.651515151515152e-06,15.15,11000,,,,,,,,,,
37,0.0041,4.993112947658403e-07,15.84,11500,,,,,,,,,,
38,,,16.0,11616,3.3241565227508545,0.7753616571426392,14.3754,774.171,48.416,,,,,
39,,,16.0,11616,,,,,,1092.224,170.075,10.635,5661331081317288.0,0.12700510968662
