,loss,learning_rate,epoch,step,eval_loss,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
0,0.5782,4.784779614325069e-05,0.69,500,,,,,,,,,,
1,,,1.0,726,0.40365251898765564,0.8154371380805969,8.4715,1313.703,82.158,,,,,
2,0.3968,4.569559228650138e-05,1.38,1000,,,,,,,,,,
3,,,2.0,1452,0.37506571412086487,0.8307125568389893,8.8665,1255.173,78.498,,,,,
4,0.2954,4.354338842975207e-05,2.07,1500,,,,,,,,,,
5,0.1638,4.139118457300275e-05,2.75,2000,,,,,,,,,,
6,,,3.0,2178,0.5256603360176086,0.8279270529747009,8.8508,1257.407,78.637,,,,,
7,0.1103,3.9238980716253446e-05,3.44,2500,,,,,,,,,,
8,,,4.0,2904,0.9116479754447937,0.8255009651184082,8.9812,1239.149,77.496,,,,,
9,0.0925,3.708677685950414e-05,4.13,3000,,,,,,,,,,
10,0.0463,3.4934573002754824e-05,4.82,3500,,,,,,,,,,
11,,,5.0,3630,1.080035924911499,0.8315212726593018,8.7394,1273.43,79.639,,,,,
12,0.0358,3.278236914600551e-05,5.51,4000,,,,,,,,,,
13,,,6.0,4356,1.2787278890609741,0.838350236415863,8.5929,1295.146,80.998,,,,,
14,0.0313,3.06301652892562e-05,6.2,4500,,,,,,,,,,
15,0.0184,2.847796143250689e-05,6.89,5000,,,,,,,,,,
16,,,7.0,5082,1.4426189661026,0.8325995206832886,8.7652,1269.684,79.405,,,,,
17,0.0097,2.6325757575757575e-05,7.58,5500,,,,,,,,,,
18,,,8.0,5808,1.7924797534942627,0.8343966007232666,9.0182,1234.062,77.177,,,,,
19,0.0172,2.4173553719008264e-05,8.26,6000,,,,,,,,,,
20,0.0108,2.2021349862258957e-05,8.95,6500,,,,,,,,,,
21,,,9.0,6534,1.6416608095169067,0.8302632570266724,8.8247,1261.125,78.87,,,,,
22,0.0107,1.9869146005509643e-05,9.64,7000,,,,,,,,,,
23,,,10.0,7260,1.697886347770691,0.8339473605155945,8.6459,1287.199,80.501,,,,,
24,0.0122,1.7716942148760332e-05,10.33,7500,,,,,,,,,,
25,,,11.0,7986,2.053154945373535,0.837451696395874,8.6436,1287.537,80.522,,,,,
26,0.0079,1.5564738292011018e-05,11.02,8000,,,,,,,,,,
27,0.0046,1.3412534435261709e-05,11.71,8500,,,,,,,,,,
28,,,12.0,8712,1.9471849203109741,0.8353850245475769,8.7205,1276.191,79.812,,,,,
29,0.0047,1.1260330578512397e-05,12.4,9000,,,,,,,,,,
30,,,13.0,9438,2.0218780040740967,0.8406865000724792,8.8682,1254.932,78.483,,,,,
31,0.0073,9.108126721763086e-06,13.09,9500,,,,,,,,,,
32,0.0019,6.955922865013774e-06,13.77,10000,,,,,,,,,,
33,,,14.0,10164,1.969807505607605,0.8386198282241821,9.039,1231.219,77.0,,,,,
34,0.0049,4.803719008264463e-06,14.46,10500,,,,,,,,,,
35,,,15.0,10890,1.984086513519287,0.839698076248169,9.3387,1191.706,74.529,,,,,
36,0.0016,2.651515151515152e-06,15.15,11000,,,,,,,,,,
37,0.0033,4.993112947658403e-07,15.84,11500,,,,,,,,,,
38,,,16.0,11616,2.0099899768829346,0.8404169082641602,9.2237,1206.567,75.458,,,,,
39,,,16.0,11616,,,,,,696.3459,266.764,16.681,3712505467448232.0,0.08031402969958656
