,loss,learning_rate,epoch,step,eval_loss,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
0,0.5777,4.784779614325069e-05,0.69,500,,,,,,,,,,
1,,,1.0,726,0.4039478003978729,0.8099559545516968,10.4698,1062.958,66.477,,,,,
2,0.3959,4.569559228650138e-05,1.38,1000,,,,,,,,,,
3,,,2.0,1452,0.41447052359580994,0.8311618566513062,10.2635,1084.331,67.813,,,,,
4,0.3215,4.354338842975207e-05,2.07,1500,,,,,,,,,,
5,0.1717,4.139118457300275e-05,2.75,2000,,,,,,,,,,
6,,,3.0,2178,0.485883891582489,0.8376314043998718,10.6443,1045.533,65.387,,,,,
7,0.1165,3.9238980716253446e-05,3.44,2500,,,,,,,,,,
8,,,4.0,2904,0.8766142129898071,0.8285560011863708,10.545,1055.384,66.003,,,,,
9,0.0921,3.708677685950414e-05,4.13,3000,,,,,,,,,,
10,0.0592,3.4934573002754824e-05,4.82,3500,,,,,,,,,,
11,,,5.0,3630,0.910284698009491,0.8395183682441711,10.357,1074.536,67.201,,,,,
12,0.0454,3.278236914600551e-05,5.51,4000,,,,,,,,,,
13,,,6.0,4356,1.22217857837677,0.8423937559127808,10.9532,1016.054,63.543,,,,,
14,0.0365,3.06301652892562e-05,6.2,4500,,,,,,,,,,
15,0.0247,2.847796143250689e-05,6.89,5000,,,,,,,,,,
16,,,7.0,5082,1.2946299314498901,0.8429328799247742,10.9274,1018.449,63.693,,,,,
17,0.0182,2.6325757575757575e-05,7.58,5500,,,,,,,,,,
18,,,8.0,5808,1.4135446548461914,0.8421241641044617,11.1135,1001.393,62.626,,,,,
19,0.0215,2.4173553719008264e-05,8.26,6000,,,,,,,,,,
20,0.0108,2.2021349862258957e-05,8.95,6500,,,,,,,,,,
21,,,9.0,6534,1.7009990215301514,0.8416749238967896,10.7678,1033.545,64.637,,,,,
22,0.018,1.9869146005509643e-05,9.64,7000,,,,,,,,,,
23,,,10.0,7260,1.4675774574279785,0.847425639629364,10.4151,1068.544,66.826,,,,,
24,0.0151,1.7716942148760332e-05,10.33,7500,,,,,,,,,,
25,,,11.0,7986,1.772661805152893,0.8482343554496765,11.6914,951.895,59.531,,,,,
26,0.0135,1.5564738292011018e-05,11.02,8000,,,,,,,,,,
27,0.0052,1.3412534435261709e-05,11.71,8500,,,,,,,,,,
28,,,12.0,8712,1.8140586614608765,0.8477850556373596,11.659,954.538,59.696,,,,,
29,0.0053,1.1260330578512397e-05,12.4,9000,,,,,,,,,,
30,,,13.0,9438,1.820105791091919,0.8494024872779846,11.4516,971.832,60.778,,,,,
31,0.0058,9.108126721763086e-06,13.09,9500,,,,,,,,,,
32,0.0051,6.955922865013774e-06,13.77,10000,,,,,,,,,,
33,,,14.0,10164,1.858603835105896,0.8469763398170471,11.6986,951.311,59.494,,,,,
34,0.0027,4.803719008264463e-06,14.46,10500,,,,,,,,,,
35,,,15.0,10890,1.932348370552063,0.8491328954696655,11.2595,988.411,61.815,,,,,
36,0.0017,2.651515151515152e-06,15.15,11000,,,,,,,,,,
37,0.0002,4.993112947658403e-07,15.84,11500,,,,,,,,,,
38,,,16.0,11616,1.9015555381774902,0.8503010272979736,11.4694,970.322,60.683,,,,,
39,,,16.0,11616,,,,,,848.5534,218.914,13.689,3714913640412624.0,0.08456336009411075
