,loss,learning_rate,epoch,step,eval_loss,eval_accuracy,eval_runtime,eval_samples_per_second,train_runtime,train_samples_per_second,total_flos
0,0.6941,4.784779614325068e-07,0.69,500,,,,,,,
1,,,1.0,726,0.6929965615272522,0.5256537199020386,11.6841,952.49,,,
2,0.6937,4.569559228650138e-07,1.38,1000,,,,,,,
3,,,2.0,1452,0.6925534605979919,0.5675262808799744,11.7459,947.483,,,
4,0.694,4.354338842975206e-07,2.07,1500,,,,,,,
5,0.6926,4.139118457300275e-07,2.75,2000,,,,,,,
6,,,3.0,2178,0.6880167722702026,0.7250427007675171,11.9197,933.662,,,
7,0.6828,3.9238980716253437e-07,3.44,2500,,,,,,,
8,,,4.0,2904,0.5013435482978821,0.7703297734260559,11.9277,933.037,,,
9,0.5785,3.708677685950413e-07,4.13,3000,,,,,,,
10,0.506,3.4934573002754817e-07,4.82,3500,,,,,,,
11,,,5.0,3630,0.4335944652557373,0.807529866695404,12.2299,909.982,,,
12,0.467,3.2782369146005507e-07,5.51,4000,,,,,,,
13,,,6.0,4356,0.38482725620269775,0.8334980607032776,12.2601,907.741,,,
14,0.4444,3.0630165289256197e-07,6.2,4500,,,,,,,
15,0.4215,2.8477961432506887e-07,6.89,5000,,,,,,,
16,,,7.0,5082,0.36027130484580994,0.8444604277610779,12.209,911.541,,,
17,0.4029,2.632575757575757e-07,7.58,5500,,,,,,,
18,,,8.0,5808,0.3471899628639221,0.8528169393539429,12.2643,907.429,,,
19,0.3813,2.417355371900826e-07,8.26,6000,,,,,,,
20,0.3827,2.2021349862258954e-07,8.95,6500,,,,,,,
21,,,9.0,6534,0.3323114812374115,0.8591068387031555,12.0498,923.585,,,
22,0.3731,1.986914600550964e-07,9.64,7000,,,,,,,
23,,,10.0,7260,0.3232358396053314,0.863959014415741,12.1394,916.77,,,
24,0.3554,1.771694214876033e-07,10.33,7500,,,,,,,
25,,,11.0,7986,0.3197951316833496,0.8659358620643616,12.1069,919.227,,,
26,0.3569,1.5564738292011019e-07,11.02,8000,,,,,,,
27,0.3494,1.3412534435261709e-07,11.71,8500,,,,,,,
28,,,12.0,8712,0.3152366280555725,0.8669242262840271,12.3479,901.288,,,
29,0.3414,1.1260330578512396e-07,12.4,9000,,,,,,,
30,,,13.0,9438,0.3111204206943512,0.8688111901283264,12.2261,910.269,,,
31,0.346,9.108126721763084e-08,13.09,9500,,,,,,,
32,0.3415,6.955922865013773e-08,13.77,10000,,,,,,,
33,,,14.0,10164,0.3090597987174988,0.8700692057609558,12.21,911.465,,,
34,0.3343,4.8037190082644624e-08,14.46,10500,,,,,,,
35,,,15.0,10890,0.3078676760196686,0.8703387379646301,12.1802,913.695,,,
36,0.3331,2.6515151515151513e-08,15.15,11000,,,,,,,
37,0.3387,4.993112947658402e-09,15.84,11500,,,,,,,
38,,,16.0,11616,0.307310551404953,0.870788037776947,12.3776,899.123,,,
39,,,16.0,11616,,,,,1059.3504,10.965,105429914650632.0
