,loss,learning_rate,epoch,step,eval_loss,eval_f1,eval_roc_auc,eval_accuracy,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
0,0.5515,5.741735537190083e-06,0.69,500,,,,,,,,,,,,
1,,,1.0,726,0.45570385456085205,0.689508037430557,0.7628408245978741,0.36130829364722794,27.2617,408.228,25.53,,,,,
2,0.463,5.483471074380165e-06,1.38,1000,,,,,,,,,,,,
3,,,2.0,1452,0.44519850611686707,0.6931476227323532,0.7656605610112419,0.3596908976547758,27.2366,408.604,25.554,,,,,
4,0.4407,5.225206611570248e-06,2.07,1500,,,,,,,,,,,,
5,0.4097,4.9669421487603305e-06,2.75,2000,,,,,,,,,,,,
6,,,3.0,2178,0.4444241225719452,0.697944439666294,0.7693544148447192,0.36220684697636807,27.3343,407.145,25.463,,,,,
7,0.3958,4.708677685950413e-06,3.44,2500,,,,,,,,,,,,
8,,,4.0,2904,0.4547125995159149,0.696426294990014,0.7682384416203267,0.3627459789738521,27.3207,407.347,25.475,,,,,
9,0.3786,4.4504132231404965e-06,4.13,3000,,,,,,,,,,,,
10,0.3611,4.192148760330578e-06,4.82,3500,,,,,,,,,,,,
11,,,5.0,3630,0.45567184686660767,0.6949781942225485,0.7670562160172774,0.361398148980142,27.292,407.775,25.502,,,,,
12,0.346,3.933884297520661e-06,5.51,4000,,,,,,,,,,,,
13,,,6.0,4356,0.4749631881713867,0.6957840205534263,0.7677734795619016,0.36337496630425015,27.4737,405.078,25.333,,,,,
14,0.3391,3.6756198347107442e-06,6.2,4500,,,,,,,,,,,,
15,0.3265,3.4173553719008264e-06,6.89,5000,,,,,,,,,,,,
16,,,7.0,5082,0.47935354709625244,0.6914616120337362,0.7643546270668099,0.36031988498517387,27.6977,401.803,25.128,,,,,
17,0.3108,3.159090909090909e-06,7.58,5500,,,,,,,,,,,,
18,,,8.0,5808,0.48925167322158813,0.6900589830800361,0.7632815635271687,0.3553778416749034,27.4496,405.435,25.356,,,,,
19,0.3034,2.900826446280992e-06,8.26,6000,,,,,,,,,,,,
20,0.299,2.6425619834710746e-06,8.95,6500,,,,,,,,,,,,
21,,,9.0,6534,0.4957086145877838,0.6880044650523784,0.7616952960310173,0.3489981130380088,27.4736,405.08,25.333,,,,,
22,0.2853,2.384297520661157e-06,9.64,7000,,,,,,,,,,,,
23,,,10.0,7260,0.5028417110443115,0.6881037277147488,0.7617849441777034,0.35160391769251503,27.5596,403.816,25.254,,,,,
24,0.28,2.1260330578512397e-06,10.33,7500,,,,,,,,,,,,
25,,,11.0,7986,0.5093622207641602,0.6876023089514947,0.7613929431663389,0.35079521969628896,27.3667,406.662,25.432,,,,,
26,0.2749,1.8677685950413223e-06,11.02,8000,,,,,,,,,,,,
27,0.267,1.6095041322314051e-06,11.71,8500,,,,,,,,,,,,
28,,,12.0,8712,0.514374315738678,0.6859995658780117,0.76018825084043,0.3472010063797286,27.3943,406.252,25.407,,,,,
29,0.2645,1.3512396694214877e-06,12.4,9000,,,,,,,,,,,,
30,,,13.0,9438,0.5196061730384827,0.6811661064610384,0.7565871879353767,0.3427082397340282,27.5228,404.356,25.288,,,,,
31,0.2581,1.0929752066115703e-06,13.09,9500,,,,,,,,,,,,
32,0.2532,8.347107438016529e-07,13.77,10000,,,,,,,,,,,,
33,,,14.0,10164,0.5270969271659851,0.681467642778007,0.756736262731633,0.34064156707700605,27.4989,404.707,25.31,,,,,
34,0.2531,5.764462809917356e-07,14.46,10500,,,,,,,,,,,,
35,,,15.0,10890,0.5286315679550171,0.6807179175177089,0.7561665318575664,0.3395633030820379,27.503,404.646,25.306,,,,,
36,0.2462,3.181818181818182e-07,15.15,11000,,,,,,,,,,,,
37,0.2487,5.991735537190082e-08,15.84,11500,,,,,,,,,,,,
38,,,16.0,11616,0.5310671925544739,0.681785722014239,0.7569525918666327,0.3395633030820379,27.5446,404.036,25.268,,,,,
39,,,16.0,11616,,,,,,,,2018.5588,92.026,5.755,1.221931624439808e+16,0.32764980484303036
